大区分,品名,相数,容量,1次,2次,結線,CP,コード,型式,定価,貴社仕切
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,300,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-2165,3OT3P300K663K2C,11192000 ,3340800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,500,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-2166,3OT3P500K663K2C,17818000 ,5318800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,750,JIS6-3K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-2169,3OT3P750K663K2C,22853000 ,6821600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1000,JIS6-3K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-2170,3OT3P1000K663K2C,30469000 ,9095200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1500,JIS6-3K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-2178,3OT3P1500K663K2C,45938000 ,13712800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,2000,JIS6-3K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-2182,3OT3P2000K663K2C,60930000 ,18188000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,20,JIS3K(3ﾀｯﾌﾟ),210,Y/Y,CP,1432-2104,3OT3P20K63K2C,2506000 ,748000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,30,JIS3K(3ﾀｯﾌﾟ),210,Y/Y,CP,1432-2105,3OT3P30K63K2C,2758000 ,823200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,50,JIS3K(3ﾀｯﾌﾟ),210,Y/Y,CP,1432-2106,3OT3P50K63K2C,3309000 ,987600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,75,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-2141,3OT3P75K63K2C,3951000 ,1179200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,100,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-2142,3OT3P100K63K2C,4650000 ,1388000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,150,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-2143,3OT3P150K63K2C,5994000 ,1789200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,200,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-2144,3OT3P200K63K2C,7299000 ,2178800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,300,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-2183,3OT3P300K63K2C,10720000 ,3200000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,500,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-2184,3OT3P500K63K2C,17079000 ,5098000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,750,JIS3K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-2185,3OT3P750K63K2C,21901000 ,6537600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1000,JIS3K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-2186,3OT3P1000K63K2C,29198000 ,8715600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1500,JIS3K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-2187,3OT3P1500K63K2C,44025000 ,13141600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,2000,JIS3K(5ﾀｯﾌﾟ),210,Δ/Δ,CP,1434-2188,3OT3P2000K63K2C,58395000 ,17431200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,20,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-2226,3OT3P20K66K4,2611000 ,779200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,30,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-2236,3OT3P30K66K4,2879000 ,859200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,50,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-2256,3OT3P50K66K4,3444000 ,1028000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,75,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-0378,3OT3P75K66K4,3951000 ,1179200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,100,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-0308,3OT3P100K66K4,4650000 ,1388000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,150,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-0318,3OT3P150K66K4,5994000 ,1789200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,200,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-0328,3OT3P200K66K4,7299000 ,2178800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,300,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-0338,3OT3P300K66K4,10258000 ,3062000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-0358,3OT3P500K66K4,16338000 ,4876800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,750,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-0376,3OT3P750K66K4,19997000 ,5969200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-0306,3OT3P1000K66K4,26660000 ,7958000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2216,3OT3P1500K66K4,36372000 ,10857200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,2000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2226,3OT3P2000K66K4,48238000 ,14399200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,20,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-2227,3OT3P20K66K4C,2875000 ,858000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,30,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-2237,3OT3P30K66K4C,3162000 ,943600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,50,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-2257,3OT3P50K66K4C,3795000 ,1132800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,75,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2277,3OT3P75K66K4C,4349000 ,1298000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,100,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2207,3OT3P100K66K4C,5119000 ,1528000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,150,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2217,3OT3P150K66K4C,6596000 ,1968800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,200,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2227,3OT3P200K66K4C,8027000 ,2396000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,300,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2237,3OT3P300K66K4C,11283000 ,3368000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2257,3OT3P500K66K4C,17970000 ,5364000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,750,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2277,3OT3P750K66K4C,21999000 ,6566800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2207,3OT3P1000K66K4C,29329000 ,8754800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2217,3OT3P1500K66K4C,40010000 ,11943200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,2000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2227,3OT3P2000K66K4C,53063000 ,15839600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,20,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-2229,3OT3P20K663K4,2875000 ,858000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,30,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-2238,3OT3P30K663K4,3162000 ,943600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,50,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-2239,3OT3P50K663K4,3795000 ,1132800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,75,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-2276,3OT3P75K663K4,4349000 ,1298000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,100,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-2206,3OT3P100K663K4,5119000 ,1528000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,150,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-2216,3OT3P150K663K4,6596000 ,1968800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,200,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-2226,3OT3P200K663K4,8027000 ,2396000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,300,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2236,3OT3P300K663K4,11283000 ,3368000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,500,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2256,3OT3P500K663K4,17970000 ,5364000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,750,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2276,3OT3P750K663K4,21999000 ,6566800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1000,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2206,3OT3P1000K663K4,29329000 ,8754800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,20,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-2228,3OT3P20K63K4,2741000 ,818000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,30,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-2240,3OT3P30K63K4,3020000 ,901200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,50,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-2241,3OT3P50K63K4,3617000 ,1079600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,75,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-2278,3OT3P75K63K4,4154000 ,1240000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,100,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-2279,3OT3P100K63K4,4887000 ,1458800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,150,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-2280,3OT3P150K63K4,6297000 ,1879600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,200,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-2282,3OT3P200K63K4,7665000 ,2288000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,300,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2238,3OT3P300K63K4,10774000 ,3216000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,500,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2239,3OT3P500K63K4,17155000 ,5120800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,750,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2240,3OT3P750K63K4,20998000 ,6268000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1000,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2241,3OT3P1000K63K4,27993000 ,8356000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1500,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2242,3OT3P1500K63K4,38196000 ,11401600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,2000,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-2243,3OT3P2000K63K4,50652000 ,15120000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,20,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-2211,3OT3P20K663K4C,3133000 ,935200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,30,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-2212,3OT3P30K663K4C,3451000 ,1030000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,50,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-2213,3OT3P50K663K4C,4137000 ,1234800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,75,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2281,3OT3P75K663K4C,4743000 ,1415600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,100,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2283,3OT3P100K663K4C,5584000 ,1666800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,150,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2284,3OT3P150K663K4C,7200000 ,2149200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,200,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2285,3OT3P200K663K4C,8760000 ,2614800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,300,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2244,3OT3P300K663K4C,12308000 ,3674000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,500,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2245,3OT3P500K663K4C,19603000 ,5851600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,750,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2246,3OT3P750K663K4C,23999000 ,7163600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1000,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2247,3OT3P1000K663K4C,31992000 ,9549600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,20,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-2242,3OT3P20K63K4C,3002000 ,896000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,30,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-2243,3OT3P30K63K4C,3310000 ,988000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,50,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-2244,3OT3P50K63K4C,3960000 ,1182000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,75,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2286,3OT3P75K63K4C,4547000 ,1357200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,100,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2287,3OT3P100K63K4C,5351000 ,1597200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,150,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2288,3OT3P150K63K4C,6895000 ,2058000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,200,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-2289,3OT3P200K63K4C,8394000 ,2505600 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,300,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2248,3OT3P300K63K4C,11797000 ,3521200 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,500,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2249,3OT3P500K63K4C,18787000 ,5608000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,750,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2250,3OT3P750K63K4C,22995000 ,6864000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1000,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2258,3OT3P1000K63K4C,30660000 ,9152000 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,1500,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2259,3OT3P1500K63K4C,41831000 ,12486800 
油入変圧器,ﾄｯﾌﾟﾗﾝﾅｰⅢ 油入 60Hz,3,2000,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-2260,3OT3P2000K63K4C,55475000 ,16559600 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,10,JIS6K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3010,3MT1P10K66K2,3451000 ,1030000 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,20,JIS6K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3020,3MT1P20K66K2,3897000 ,1163200 
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,1,30,JIS6K(3ﾀｯﾌﾟ),210-105,単三専用,無,1432-3030,3MT1P30K66K2,4266000 ,1273200 
